Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocWisA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSAKra6117,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
9/30/2012 0:00,13,4,18,17,14.6,6.8,5.7,,6,14,15,10,11,9,16.7,7.41,16.3,7.9,11,14.542,12,,13,7,9,13,13.4,10.4,8.4,17.675,9.6,,3.5,9.5,12.16,13,10.4,32.1,12.6,3,,,12,9.6,14.6,12.5,5,14,27,21,21,10,,5,7.643,6.404,7.068,6.222,13.4,4.2,9.8,4.2,5.4
10/1/2012 0:00,33,17,31,28,31.652,13.4,8.9,25.4,12.3,9,18,16,15,15.4,24,16.06,13.9,25.4,20,51.25,23,,24,17,15,28,16.9,17.3,11.8,21.604,18,,14,13.1,14.5,,15.5,24.8,21,10,,,10,14.6,18.4,19.2,20,20,19,36,27,17,,19,10.007,11.196,7.778,6.467,23.7,9.3,21.4,12.5,15.2
10/2/2012 0:00,36,17,19,44,36.864,20.9,15.5,32.1,22.5,20,16,30,24,33.6,31.5,21.12,26.6,18.3,43,85,47,,34,46,35,31,40.1,39.9,20.9,40.337,37.6,,20,37.4,51.7,40,37.6,34.8,34.7,18,,,27,23.1,28.5,29.8,33,33,33,40,43,28,,31,29.119,24.767,20.935,15.603,29.7,12.3,24.3,20.3,18
10/3/2012 0:00,20,16,13,30,25,23.3,21.2,44.6,17.6,13,16,20,17,40,45.1,17.87,15,15.6,30,61.667,35,29.625,28,35,31,13,38.3,40.5,3.8,55.946,41.2,,22,30.9,60.8,25.5,28.5,24,,19,,,40,22.6,26.2,27.4,29,40,30,33,45,30,,28,34.938,20.325,28.891,26.469,26.9,10.2,,13.4,11.5
10/4/2012 0:00,5,6,5.9,13,16.409,12.7,15.2,20.2,11.1,15,12,14,14,21.9,23.1,7.22,6.2,9.3,11,37.292,20,19.417,17,6,16,7,16.7,12.4,16.6,28.364,18,13,11,30.5,32.6,16,13.7,12.9,12.8,10,,,15,16,19.3,17.4,5,23,31,14,27,15,,11,18.376,11.358,16.974,24.119,10.4,5.3,,5.8,5.2
10/5/2012 0:00,5,5,6.8,8,10.565,5.5,5,16.4,6.3,5,10,6,8,17.9,9.1,6.32,5.1,6.8,9,15.958,9,7.917,14,7,11,7,6.4,7.5,7.6,14.112,5.8,8,3.5,8.4,12.5,8,8,6.3,7.5,3,,,6,10.9,9.6,8.5,5,5,15,9,5,5,,5,5.462,24.746,7.486,6.427,8.3,5.4,,4.1,4.7
10/6/2012 0:00,5,5,7.4,9,,5.1,4.5,15.2,4.7,5,10,10,11,7.8,8.9,5.24,5.3,7,10,15.375,10,9.042,13,9,13,6,6.2,8,7.6,9.558,7.4,9,7,8.1,18.7,13,9.7,11.7,12.3,3,,,7,11.8,10.8,12,5,5,5,12,14,5,,5,1.82,8.148,6.14,5.107,6.8,3.4,7.5,3.9,4.5
10/7/2012 0:00,5,6,7.3,8,14.727,4.9,3.8,14.5,3.8,6,,7,8,11.2,9.1,5.42,4.2,7,12,18.667,11,10.333,10,10,10,7,9.1,9.1,6.9,19.146,7.8,9,3.5,7.9,18.6,13,7.1,8.1,9,3,,,6,8,8.8,9,5,5,5,14,5,5,,5,4.55,6.095,10.285,4.411,8.5,3,4.7,2.8,3.6
10/8/2012 0:00,5,8,15,11,10.708,4.4,5.9,12.3,4.3,8,9,8,8,25.3,9.1,5.05,10.1,7.6,11,26.5,15,12.625,15,11,20,13,8,9.3,9.3,17.329,8.7,8,3.5,10.1,15.9,14,9.3,9.3,10.2,3,,,6,7.5,9.4,9.4,14,5,5,17,17,5,,14,6.19,11.429,11.249,6.937,11.4,2.3,5.1,2.9,4.7
10/9/2012 0:00,11,5,8.7,15,15.737,6.5,9.7,10.8,4.6,11,9,10,7,17.5,15.6,7.58,4.2,10.1,13,32.083,18,13.708,17,22,20,16,8.7,8.9,10.9,15.646,10,,9,10.3,15.4,,13.4,10.3,10.8,3,,,6,13.2,15.2,13.6,12,15,18,19,15,11,,11,2.73,8.092,12.101,5.933,12.3,3,6.3,4.5,5.4
10/10/2012 0:00,13,7,13,11,14.87,5.8,4.2,15.4,4,13,12,8,7,13.6,10.4,6.5,8.5,7.7,23,28.625,21,14.364,23,25,31,18,7.8,7.5,11.1,16.525,8.3,,3.5,8,16.5,,12.4,19,19.7,3,,,9,12.7,13.4,12.7,17,11,10,37,26,13,5,,4.913,7.24,12.048,2.79,12.1,4,4.7,3.8,4
10/11/2012 0:00,33,8,27,20,15.318,13.1,5.6,17,4.3,19,25,16,11,18.3,21.5,14.44,43.1,11.2,30,53.25,43,,35,31,32,29,25.3,13.3,15.6,24.575,12,48,14,13.4,31.7,36.5,19.3,36.9,37.3,3,,,33,20.3,29.4,22.7,20,44,39,61,27,23,5,37,12.01,13.262,9.939,4.98,22.8,7.8,21.9,10.8,11.4
10/12/2012 0:00,29,,23,37,44.056,19.2,11.4,24.8,9.9,24,26,31,15,21.4,53,21.66,16.1,17.4,27,94.625,58,,39,28,24,55,35.1,20.8,21.3,39.171,33.6,34,35,39.3,24.3,40.2,33.3,24,28.8,16,,,41,27.3,34.3,33.4,31,53,66,74,56,51,5,37,18.013,20.727,11.322,5.453,30.5,6.8,28.4,17.2,13.5
10/13/2012 0:00,26,10,19,31,,13.4,11.3,25.3,14.5,16,37,39,26,25.5,53,13.72,29.6,16.1,29,106.75,55,,49,35,32,39,42.5,30.8,39.1,39.517,41.9,30,17,26.5,60.6,39.6,45.7,46.7,54.6,18,,,45,35.4,39.4,38.5,31,33,69,60,43,37,15,46,17.832,19.323,16.681,18.249,23.8,10.7,20.7,16.1,11.2
10/14/2012 0:00,24,12,20,33,34.238,20.5,18,28.8,17.3,18,27,29,16,29.1,53,13.9,27,18.4,27,111.667,45,,29,22,28,32,38.1,32.3,25.6,43.017,37.9,28,27,23.7,42.8,22.6,28.9,30.2,33.2,26,,,37,24.3,25.3,29,25,41,50,71,35,32,18,5,19.111,17.617,23.317,22.613,32.6,10.1,20.4,18.3,10.8
10/15/2012 0:00,20,12,11,20,31,21.3,23.4,22.3,26.6,11,16,18,13,25.9,36.9,20.22,12.3,7.3,22,,29,,22,18,21,10,23.6,23.7,20.6,30.417,20.5,21,15,15.8,22.5,21.8,17.4,17.9,18.1,32,,,29,20.6,27.3,25.6,5,24,26,19,25,22,14,5,23.299,19.069,23.774,16.67,26.1,13.1,20.8,21.5,13.5
10/16/2012 0:00,31,15,17,20,23.591,11.4,8.9,10.8,13.9,13,16,23,11,14.6,16.4,14.98,16.8,23.4,37,,31,27.444,30,19,23,18,29.6,14.9,26.7,38.737,24.7,14,9,23,28.8,18.6,25.6,26,26.5,16,,,20,22.3,24.9,25.6,15,5,5,15,14,15,5,5,27.48,8.219,8.868,15.416,28.6,10.3,22.5,17.7,9.2
10/17/2012 0:00,15,13,10,26,28.182,16.7,12.2,21,15.2,23,27,18,9,22.4,30.7,15.52,32,12.6,15,,28,,21,20,18,50,17.8,28.8,17.8,33.175,28.7,21,13,31.4,51.2,10,19.9,15.4,17.1,17,,,21,19.1,25.6,23.2,20,27,36,45,31,24,11,5,15.105,11.161,14.23,9.605,28,8.2,21.4,13.2,7.8
10/18/2012 0:00,20,17,7.8,25,26.833,18.1,15.9,19.8,21.7,20,20,26,14,21.9,40.4,17.15,22.4,16.3,14,,52,,26,11,17,38,26.2,24.2,18.7,37.433,28.5,21,11,28,38.1,12,34.3,14.1,13.2,27,,,22,18.4,24.6,25.4,16,37,39,65,35,24,17,22,18.014,21.371,21.805,19.373,21.2,10.7,21.3,18.1,12.6
10/19/2012 0:00,33,21,14,65,34.708,23.7,17.8,24.3,23.5,16,19,28,15,28,48.4,21.66,35,17.2,25,,59,,39,20,21,39,36.1,29,22.4,44.325,31.9,43,20,37.1,37.4,21.5,34.7,24.5,27.5,28,,,35,23.1,30.7,43.7,28,36,15,68,63,52,18,59,24.27,19.855,23.899,15.566,35.2,15.8,26.9,19.9,15.2
10/20/2012 0:00,102,27,30,62,56.87,31.8,20.7,29.1,31,15,18,30,15,41.6,63,53.25,58.7,35.3,68,,89,102.917,54,37,40,29,40.7,44.5,32.5,57.652,40.8,84,53,27.1,47.2,44.4,44.1,55,58.1,41,,,57,30.8,42.5,47.4,54,62,68,107,78,60,33,72,27.109,12.246,29.143,22.206,64.9,28.2,64.5,45,40.6
10/21/2012 0:00,48,26,41,32,113.762,32.1,22.1,33.6,34.8,27,15,42,27,57,97,37.55,35.9,33.9,60,,76,106.611,45,61,60,,51.8,50.8,36.4,59.8,43.7,72,67,22.9,28.6,34.4,34.1,46.8,49.4,40,,,31,49.6,66.1,53.2,38,91,126,108,83,65,31,76,29.66,15.802,32.788,29.088,62.2,19,37.8,25.9,20.9
10/22/2012 0:00,29,20,35,32,52.727,13.8,11.9,21.2,8.9,23,39,40,29,34.4,63,15.88,39.3,24.9,55,,71,81.609,75,60,66,47,39.7,20.2,30.4,47.163,25.8,44,31,19.3,37.9,66.7,49.2,41.2,43.7,3,,,18,56.3,69.2,38.3,51,84,105,87,77,74,37,55,31.847,10.666,10.502,10.141,27.7,4.2,57.3,13.1,14.1
10/23/2012 0:00,37,17,21,35,41.875,10.5,10.7,16.2,7.8,10,15,14,8,21.9,37.1,14.26,31.6,23,41,,32,,44,34,37,35,17.6,12.8,15.6,24.483,12,36,27,10,,30.1,33.4,26.8,32.4,,,,24,31,20.9,18.9,39,23,44,58,19,25,5,24,8.919,10.742,10.084,4.863,23.3,4.7,31.1,13.4,17.5
10/24/2012 0:00,46,22,31,32,41.455,13,9.1,8.2,18.8,20,40,13,23,14.8,27.6,31.59,27.7,41,24,,24,,34,17,29,,25.8,18.1,22.7,21.158,21.6,29,20,25.1,41.9,31.6,28.7,17.4,19.3,9,,,25,15,25.5,35.4,48,14,50,,28,27,5,5,9.463,13.213,16.932,7.488,26.9,8.9,,12.9,20.9
10/25/2012 0:00,22,14,13,29,,12.9,8.9,9.6,6.8,32,39,30,25,30.2,32,11.55,5.3,16.3,41,,42,32.125,48,40,47,,26.5,12.9,26,31.221,20.7,28,28,18.5,32.3,40.5,32.9,30.1,33.5,3,,,6,29.9,35.8,38.1,47,30,50,53,50,40,,40,3.093,12.717,13.191,11.782,22.2,2.2,,5.4,
10/26/2012 0:00,18,7,14,10,13.957,8.5,6.3,22.4,4.3,14,42,25,22,15.5,40.9,,30.7,8.1,24,,13,9.783,11,14,14,,45.4,18.2,20.9,20.496,20.5,15,9,8.5,19.7,13,24.8,12.7,16.7,3,5.8,5.8,12,14,14.6,32.7,14,5,13,24,5,5,5,5,2.729,5.752,6.27,3.216,,2.9,,5.7,
10/27/2012 0:00,16,12,8.3,19,18.783,16.8,17.6,10.2,12.5,6,8,10,11,10,17.8,11.37,20.6,22.7,23,,12,8.75,15,17,12,,16.5,14.2,8.7,22.583,18.1,15,3.5,11.7,20.7,18,18.5,15,17.1,9,22.8,22.8,25,8.5,7,8.5,15,5,13,20,5,5,5,10,18.014,15.293,15.659,8.268,16.6,9.1,,17,
10/28/2012 0:00,33,8,69,27,20.211,7.3,7,,4.6,16,9,9,2.5,26.9,49.6,14.62,47.9,22.7,35,,52,20.375,18,18,30,,37.4,24.8,16,28.474,18.9,36,22,16.8,63.2,15,17.1,12.1,15,6,40.1,40.1,38,17.8,30,21.2,43,20,25,36,27,20,15,31,20.931,15.585,14.336,6.275,15.9,8.3,,27.5,
10/29/2012 0:00,42,14,61,63,59.826,21.8,39.4,,12.1,11,14,16,6,29.8,83,35.02,23.9,30,54,,44,30.458,35,31,35,,77,18,38.5,67.604,60.8,79,44,27.2,,20.1,42.2,16.7,17.5,16,22.8,22.8,58,30.2,35.6,30.8,49,30,40,48,38,30,20,31,26.94,43.044,21.364,9.405,46.7,8.7,,31.8,
10/30/2012 0:00,37,21,12,41,38.8,21.7,15.2,,26.4,21,21,22,18,32.2,53,20.58,20.3,26,32,,35,28.917,44,36,43,,32.9,31.2,32.2,33.671,24.1,23,33,22.7,54.4,26.8,32.2,28.6,33.9,26,26.5,26.5,35,35.2,25.3,37,16,17,29,20,37,23,28,25,25.478,26.972,27.996,16.063,38.2,13.1,,23.5,
10/31/2012 0:00,29,14,13,26,27.905,17.3,12.7,11.3,17.4,27,18,29,16,30.5,44.4,15.7,21.3,14.8,16,,22,26.208,29,20,30,,45.8,31.3,12.2,42.046,36.7,22,24,43.1,73.5,19.5,38.9,17.6,18.3,18,18.1,18.1,28,27.4,27.8,43,13,34,34,32,44,30,23,17,16.561,24,19.168,24.02,27.8,10.5,32.2,18.1,7.9
11/1/2012 0:00,27,17,8.3,27,29.444,18.7,15.5,13.6,26.1,16,9,19,13,21,26.7,23.1,16.4,22.2,12,41.917,30,16.208,12,10,19,20,25.4,19.4,15.4,27.508,21.2,26,30,17.8,28.8,8.8,25.6,20.2,24.2,24,20.6,20.6,41,16.2,15.9,20.9,11,24,49,43,42,60,14,24,14.557,22.515,18.191,17.825,28.1,16,21.2,23.7,7
11/2/2012 0:00,31,10,7.8,25,25.591,16.8,14.5,21.2,19,13,13,15,10,21.3,31.8,16.79,11.1,16.8,25,62.542,44,37.667,30,26,35,27,26.5,27.9,22.2,25.7,20.1,17,20,21,52.6,16,23.5,15.9,19.2,24,,,32,21.1,22,24.3,13,27,20,25,28,15,,5,24.27,24.855,25.116,17.532,21.1,10.9,22,15.4,9
11/3/2012 0:00,24,7,5.5,17,18.429,16,16.2,20.1,15.3,12,16,13,7,21.3,32.9,13.36,6.9,10.8,16,121.417,40,56.5,19,12,27,49,27.3,21.3,29.4,31.225,30.3,12,12,20.8,52.1,14,14.9,12,13.6,26,15.9,15.9,26,21.2,31.3,24.9,5,22,23,23,27,13,19,5,15.647,24.145,22.043,19.686,14,8.6,17.7,17.6,8.1
11/4/2012 0:00,22,11,27,28,27.6,9.4,8.1,16.7,8.2,,22,26,13,14.4,41.6,7.94,11.5,10.1,35,109.167,63,43.167,9,16,25,7,23.4,17.3,24.7,28.771,30.1,29,23,25.8,50.8,13,32.8,12.1,12.6,18,9.5,9.5,25,21.7,37.6,29.8,22,42,47,55,40,33,14,22,10.19,16.833,13.045,11.756,13.3,7.4,18.1,11.5,7.6
11/5/2012 0:00,11,6,10,22,28.273,12.1,9.4,17,11.3,18,11,14,7,22,22.2,12.09,5.8,8.8,14,40.042,20,26.333,28,17,29,11,20.2,15.9,16.7,30.421,17.4,15,16,14.1,27.7,21.2,14.2,13.3,15.8,3,14.1,14.1,15,16.8,15.9,19.6,11,5,29,11,33,24,5,5,9.281,14.476,13.208,11.55,20.2,,11.8,11.5,2.9
11/6/2012 0:00,,5,7.1,15,13.957,5.1,6.4,10.2,4.1,11,18,10,9,11.8,13.3,7.58,7.6,9.5,15,35.167,19,14.833,25,20,24,9,11.6,8,11.6,15.246,10,10,8,12,,19.8,13.4,13.3,16.9,3,9.3,9.3,12,16.3,11.2,10.7,5,11,5,9,24,13,5,5,2.002,5.734,6.433,5.67,11.7,,7,5.6,4.2
11/7/2012 0:00,,6,5.8,14,13.435,5.9,,11.6,6.2,13,14,11,8,11.8,14.5,3.8,8,7.9,11,26.364,12,8.75,14,14,19,9,12.9,7.3,12.9,17.346,11.1,10,8,11.1,18.5,10,13,12.6,16.4,3,6,6,18,13.6,11,12,11,12,5,10,18,13,5,5,5.46,6.004,6.413,6.3,10.8,,6.2,5.8,5.1
11/8/2012 0:00,15,8,7.1,18,17.833,9.7,,13.6,10.1,16,16,13,9,18.5,16.5,12.82,12,12.6,33,58.167,38,24.708,37,12,23,45,15.1,15.1,17.1,20.592,12.7,16,12,11.7,19.4,15,15,12.4,14,3,10.6,10.6,24,22.7,15.5,15.6,14,5,5,12,28,14,5,5,5.643,6.385,9.284,9.332,18.3,,14,9.8,9.4
11/9/2012 0:00,36,11,17,36,27.238,10.4,,18.2,7.3,23,45,24,17,28,32.4,16.61,19.8,21.4,43,101.917,59,57.708,57,38,53,43,27.6,20.2,22.6,32.65,20.5,35,31,16.1,51.5,34.8,23.5,24.7,30.8,3,11.3,11.3,21,36.2,25.3,25.4,44,43,45,52,64,48,,59,9.1,8.71,9.212,5.908,23.8,5.1,20.3,9.1,9.6
11/10/2012 0:00,22,21,13,45,41.174,19,,22.4,23.2,17,19,20,11,18,25.8,23.65,20.2,31.1,20,65.542,35,39,20,17,33,22,19.8,17.3,15.1,29.629,18.5,35,25,19.4,29.9,18.4,22.6,19.5,19.5,19,21.5,21.5,37,20.6,15,17.1,16,38,62,77,52,38,,30,18.376,17.945,16.045,13.87,32,14.1,35.6,34,18.6
11/11/2012 0:00,49,24,22,38,33,24.3,,24.3,27.8,9,13,11,9,20,32.2,27.08,23.6,33.2,16,58.583,32,17.25,10,13,20,6,22.9,36.2,20.4,23.983,18.9,22,17,15.5,33.1,14,14.5,10.1,11,21,21.2,21.2,,14.9,20.6,20.7,5,92,62,45,31,21,,26,26.211,25.874,24.315,17.972,38.6,13.6,29.7,26.5,14.3
11/12/2012 0:00,40,10,31,33,39.158,18.2,,21.3,13.6,33,39,38,18,41.8,52,28.7,39.4,26.4,47,95.542,66,,41,39,68,29,55.4,28.1,40.4,59.591,33.2,81,42,28.2,47.2,44.8,35.7,28.8,35,7,16,16,,30.5,47.2,50.1,49,76,38,54,56,48,,55,14.376,19.559,19.663,18.467,32.1,10.3,29.9,13.9,13.7
11/13/2012 0:00,104,15,62,59,64.864,20.9,,22.6,16.9,23,69,36,21,52,114,38.81,74,29.7,78,70.542,65,,49,30,35,21,60.7,28.2,41.3,62.038,43.4,97,48,27.7,90.2,40,41.2,46.9,40.7,15,23.5,23.5,37,29.7,36.5,34.5,74,152,60,95,58,54,31,62,26.568,19.538,21.02,14.87,57.7,16.2,55.4,22,31.7
11/14/2012 0:00,84,44,68,78,75.773,27.3,,25.6,24.7,16,32,26,21,36.2,58,39.17,48.6,41,,74.083,64,47.25,54,52,29,56,63.9,30.4,30.7,58.964,44.8,54,61,29.2,42.5,45,65.1,45.6,64.6,21,28.2,28.2,34,29.1,49.5,35.4,82,188,84,121,66,58,20,55,34.941,24.55,25.8,17.2,36.3,15.5,63.7,22.8,33.4
11/15/2012 0:00,60,,30,106,93,28.6,,33.4,32,42,35,27,13,47.6,64,37.91,32.2,33.3,,157.208,147,115.042,91,115,67,72,44.3,34.6,46.4,50.313,34.9,,86,33.9,49.7,51.5,28.2,80.6,79.2,29,39,39,45,48.7,43.2,68.4,105,184,118,,99,85,35,152,42.043,,37.036,34.908,63.3,,34.5,28.7,29.2
11/16/2012 0:00,66,38,14,82,89.909,,,42.6,35.5,27,24,15,15,60,67,,44.9,32.1,,206.958,112,95.208,86,119,76,91,41.8,37.7,31.8,54.354,41.5,,58,63.3,87.5,73.9,30.4,100,101,45,,,,45.7,48.6,46.6,89,127,163,156,142,154,54,136,59.687,,50.435,43.844,,,45.8,30.8,28.7
11/17/2012 0:00,57,30,14,44,53.571,,,42.7,46.1,6,14,21,9,38.7,39.5,,42.4,28.9,,106.292,39,55.125,90,71,68,73,39,33.6,20.4,44.267,34.1,,29,20.2,33.7,39.4,30.2,60.3,59.4,47,44,44,,31.9,29.4,20.6,164,104,124,18,87,76,37,77,40.047,,29.289,27.163,,,54.8,44.8,43.1
11/18/2012 0:00,111,49,36,74,64.217,,,43.7,33.8,24,35,37,15,57,59,,32.7,40.8,,155.167,108,,60,45,80,93,48.1,68,40.4,51.721,,,55,22.1,43.4,25.6,42.2,37.6,36.6,32,36.9,36.9,,60.2,54.2,,68,63,59,67,63,56,,49,33.116,,31.557,24.516,,,32.3,29.2,25.6
11/19/2012 0:00,,,107,63,61.136,,,40.3,14.5,36,59,58,24,68,81,,48,28.2,,131.5,78,,80,75,70,63,86.5,52.5,62.7,90.8,,,59,42.6,53.5,63,68.1,86.7,83.6,25,14.4,14.4,,70.7,55.1,,81,69,82,71,66,66,75,5,40.781,,25.967,31.274,,,28.8,15.5,13.7
11/20/2012 0:00,,33,96,73,78,,,49.1,38.5,27,25,37,16,61,71,,60,52.6,,90.375,50,51.708,45,40,33,65,70.5,58.9,48.5,86.557,,,78,39.3,,34.9,37,28.9,31.1,62,28.1,28.1,,43.2,47.7,,120,,84,100,66,54,76,53,48.768,,40.242,32.949,,,66,39.4,47.3
11/21/2012 0:00,,36,29,55,71.167,,,41.3,26.4,17,15,20,12,32.7,32.2,,32.2,33.1,,41.917,27,17.348,28,23,11,64,31.1,21.1,16.7,35.338,,,33,19,,18.4,21,15.4,19,37,34.2,34.2,,20.7,20.1,,82,,41,48,16,23,48,15,27.66,,17.371,16.877,,,52.6,28.7,34.6
11/22/2012 0:00,,24,38,77,70,,,43.7,28.5,23,28,32,28,47.6,50,,52.8,31.9,,94.5,76,69.474,61,67,,39,38.5,35.5,46,43.067,,,63,26.2,,43.8,39.2,51.6,56.8,27,29.9,29.9,,35,33.4,,110,,59,60,80,61,29,54,30.381,,24.238,26.63,,,42,27,26.5
11/23/2012 0:00,,45,32,94,98.348,,,47.6,14.6,32,30,37,20,67,86,,53.3,43.6,80,119.292,90,77.958,83,80,,42,71.6,55.2,50.9,70.261,,,90,40.5,,69.6,44.4,56.9,53.9,23,18.2,18.2,,56.3,56.9,,119,,,122,87,91,47,94,24.56,,18.903,30.256,,,41.6,25.4,29.8
11/24/2012 0:00,,20,25,36,65.217,,,43.5,23.1,25,31,42,27,53,62,,55,39.2,67,165.25,100,69.737,72,78,,40,80.1,39.3,56.9,68.017,,,33,30.3,,39.4,85.9,40.2,42.5,33,45.4,45.4,,54.6,47.9,,103,,,30,39,35,,40,42.588,,29.613,24.69,,,37.6,32.5,27.8
11/25/2012 0:00,,28,30,44,51.19,,,35.6,23.5,47,32,38,23,58,55,,20.9,37,91,120.5,92,85.389,57,25,,59,76.9,27.7,57.1,81.979,,,29,29.5,,31.4,51,26,28,25,23.3,23.3,,47.1,49.3,,45,,,67,47,39,,65,24.94,,14.516,13.159,,,37.9,23.7,20
11/26/2012 0:00,,30,25,41,43.05,,,44.1,18.7,36,30,47,25,41.3,57,,33.5,26.7,37,152.708,90,74.55,35,25,25,99,47.8,43.8,39.1,44.042,35.6,,31,45.6,,25.4,51.1,24.2,24.1,24,15.7,15.7,,52.2,52,,53,,,90,56,46,,5,29.669,,23.151,25.217,,,27.6,20.6,10.5
11/27/2012 0:00,,32,60,70,71.667,,,52.6,34.1,31,40,40,21,56,71,,53.1,47,44,155.458,100,,34,27,41,61,,50.3,61.3,53.827,52.6,,30,37.5,,26.9,53.6,24.1,26.7,48,37,37,,43.1,59.4,,36,,,176,66,65,76,62,48.05,,38.076,32.289,,,30.7,31.9,22.9
11/28/2012 0:00,,26,67,76,,,,41.3,11.5,45,33,33,25,56,66,,29.1,12.9,29,152.708,73,66.375,34,27,41,9,,50.8,46.4,71.196,73.8,,72,44.6,,24.7,,21.6,23.2,20,27.1,27.1,,36.3,42.3,,15,,,106,73,82,43,61,24.388,,19.06,20.383,,,30.3,21.8,28
11/29/2012 0:00,,3,12,34,42.333,,,8.2,3.3,32,18,17,13,31.6,36.2,,14,7.8,24,89.5,46,,27,20,28,21,32,34.4,27.3,33.638,29.8,,40,29.4,,16,,16.4,16,3,13.9,13.9,,24.2,28,,5,,,53,33,37,14,31,2.73,,10.448,9.454,,,16.2,5.4,7.6
11/30/2012 0:00,,3,18,,,,,43.2,2.7,16,16,13,20,10.7,14.4,,13.8,11.3,24,35.958,19,,22,21,25,14,18.2,10.9,12.6,16.167,9.3,,12,13.1,,18.6,,10.9,19.1,3,14.2,14.2,,11.6,12.8,,5,,,16,16,17,,19,7.097,,5.742,9.156,,,5.5,6.4,6.9
12/1/2012 0:00,,25,20,35,,,,25.2,10,24,24,21,18,25.1,36.2,,23.6,22.3,32,62.375,34,29,36,26,39,24,34.7,25,31.3,29.383,18.9,,30,21.9,,31.9,,22.8,26.7,7,13.5,13.5,,22.6,37.8,,61,,,92,49,52,,37,14.015,,13.003,11.785,,,19.9,13.9,12.8
12/2/2012 0:00,,32,21,68,,,,,31.7,22,10,27,27,38.9,58,,42,32.1,73,112.583,67,56.917,74,47,69,49,39.8,41.8,34.5,43.15,45.5,,106,32.3,,30,,21.8,24.2,33,,,,37.5,39.4,,92,,,,97,106,,99,36.022,,24.649,25.192,,,39.9,37,28.3
12/3/2012 0:00,,26,33,40,,,,26.3,24.6,21,12,21,14,54,65,,20.4,13.9,50,75.417,47,38.208,47,43,46,33,41.2,35.5,40.4,45.908,43,,32,23.1,,51.1,,28.8,,,16.6,16.6,,43.4,40.8,,41,,,39,40,33,,26,51.865,,25.86,22.637,,,25.1,25.2,15.3
12/4/2012 0:00,,14,17,36,,,,25.4,25.1,33,19,27,20,38.3,55,,15.4,27,31,91.792,52,48.833,67,34,81,90,,34.1,40,43.979,34.3,,33,24.6,,27,,24.4,25.7,27,13.7,13.7,,38.9,41.4,,20,,,42,59,45,36,47,31.473,,18.725,20.305,,,21.5,16.2,8.8
12/5/2012 0:00,,9,30,19,,,,28.2,15.2,24,40,15,27,23,33.3,,20.4,18.3,40,111.292,58,47.958,101,48,58,59,,17.1,33.6,37.258,28.1,,20,34.9,,45.1,,41.1,43.9,14,23.9,23.9,,46,24.9,41.6,26,33,,60,50,36,21,49,23.658,,18.077,29.129,,,9,9.3,9
12/6/2012 0:00,,13,33,46,35.792,,,28.4,23.4,46,118,84,67,37.4,63,18.59,15.9,23.2,45,135.667,94,84.083,116,63,34,55,40.9,38.1,44.9,31.4,35,37,53,121,,44.9,,52.3,49.9,21,23.2,23.2,113,68.6,69,74.2,31,59,,65,76,53,36,22,31.295,,26.216,11.504,37,,26.6,24.2,14.8
12/7/2012 0:00,,32,75,65,46.625,,,24.6,25.6,48,37,52,40,36.9,42,27.98,64.4,43.4,52,80.083,92,74.708,96,63,,71,77.9,32.7,48,73.783,80.4,70,56,111.2,,66.8,,42.5,48.5,22,28.6,28.6,64,39.1,26.7,35.4,57,43,,92,62,53,29,84,47.496,59.016,50.719,24.212,27.7,,61.4,18.3,31
