Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsZgorzBohA,KpBydgBerlinga,KpGrudzStar,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSBuja6119,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockPKN,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkJasloWIOSSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,Pm.01w.02m,Pm.63.wDSAa,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlTarnoTarn_litew,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,WpWKPKalisz007/10,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
3/5/2014 0:00,65,49.5,87,,53.9,33.9,33.5,34.9,35.4,23.3,20,14,17,19,33.5,45.8,51,38.8,51.9,67.1,43,32,29,27,22,28,27.06,29.39,26.36,,22.68,38,34,17,27.79,14.8,26.5,18.3,21.9,19,,43,25.5,24.49,21.59,36,20,39,52,30,28,29,24,34,30.084,20.283497,24.600067,14.68,44.8,47.6,23.65,,26.72,42.68
3/6/2014 0:00,39,30.4,45,54,43.3,32.2,41.9,46,59.5,20.3,37,15,23,16,38.2,52,71,40.6,50.6,48.4,50,39,33,25,27,21,32.15,36.28,,,22.14,53,48,22.6,41.5,22.1,24.8,30.6,20.5,21,30,59,33.63,34.65,29.75,30,35,43,41,31,29,38,31,37,35.5,32.685551,34.076254,19.97,34.2,99.9,22.95,35.54,34.46,49.39
3/7/2014 0:00,54,40.7,64,54.3,49.2,34.5,31,32.6,50.4,24.2,20,11,19,17,33.6,48.3,59,44.7,44.2,54.4,52,47,32,36,27,26,36.32,35.19,,43.9,30.49,49,42,,37.35,24.1,25.4,19.7,24.1,28,32,67,26.75,31.38,28.12,52,34,45,47,27,31,46,31,35,24.217,28.006225,27.638967,21.63,43,62.5,39.1,57.12,33.44,48.87
3/8/2014 0:00,103,54.2,94,79.1,68.9,41,63.7,57.6,51.2,20.9,106,52,44,37,49.3,68,87,34.9,86.7,46.8,39,35,32,36,36,32,86.28,46.8,,65.67,51.35,67,68,54.3,93.66,29.2,28.2,32.6,21.6,24,30,67,32.95,49.89,55.7,58,49,84,95,61,66,89,30,68,33.317,33.487187,42.672703,29.35,52.7,100.5,30.17,67.21,49.74,32.25
3/9/2014 0:00,79,55.6,107,66.6,47.2,44.2,83.6,52.9,52.3,31,107,92,64,64,46.2,64,109,33.6,32,63.4,43,55,63,47,32,30,95.9,56.78,,51.15,106.69,68,,88.3,92.21,39.5,37.5,43.3,37.7,25,26,66,31.88,81.45,68,33,81,109,72,71,63,89,34,41,36.962,35.082055,29.615041,13.84,92.1,96.6,25.33,53.67,42.5,33.43
3/10/2014 0:00,70,40.3,87,49.7,44.7,42.6,55.5,45.4,50.3,30.3,79,82,61,62,28.9,42.4,67,34.5,93.4,42.1,65,56,79,50,28,45,,39.36,,31.93,59.34,27,,75.3,78.32,54.8,47.6,58.4,54.3,23,28,70,31.85,42.81,,57,29,60,109,45,47,56,29,55,34.219,34.504477,34.895142,24.52,53.4,45.2,30.72,74.2,39.82,34.77
3/11/2014 0:00,52,47.3,101,59,47.8,27.7,56.7,45.8,49.6,15,107,111,62,68,36.9,60,89,23,40.9,48.6,108,121,89,112,53,51,63.74,,,46.26,68.23,54,,58.7,59.01,87.2,79.9,61.1,110,13,22,46,59.52,63.86,74.21,87,67,110,157,90,,71,51,,21.117,34.956599,30.332256,30.88,57.8,84.3,23.56,41.96,23.68,29.91
3/12/2014 0:00,54,21.7,88,35,46.9,30.5,33,29.2,55.6,11.9,68,44,48,34,27.3,56,74,18.4,80.6,24.6,106,100,82,105,26,46,46.14,19.13,,47.71,28.31,51,47,37.1,63.15,67.5,45.1,33,72.2,13,27,35,30.92,48.44,44.27,80,47,60,119,57,49,58,39,63,28.218,22.935405,29.150601,19.29,31.7,52.2,30.75,42.96,28.73,32.24
3/13/2014 0:00,79,39.7,66,82.5,37.7,34.3,41.4,46.2,68.5,17,55,81,53,37,56,77,76,40,73.1,30.3,65,102,75,93,62,43,60.48,32.13,,23.94,38.83,72,68,20.5,40.79,71.2,91.2,43.9,62.8,11,24,27,62.21,,71.3,79,158,,122,123,55,70,27,70,33.66,38.324536,28.776299,27.17,,105.9,33,65.41,31.92,34.26
3/14/2014 0:00,59,51.2,73,63.3,49.7,40.7,32.5,40.1,50.2,20.5,55,84,51,48,69,76,66,34.3,39.6,39.4,65,117,80,75,82,54,51.21,35.01,,6.35,42.82,66,74,28.1,44.93,89.9,108,61.7,63.2,19,32,33,76.05,,51.53,78,133,117,110,96,94,69,41,82,28.942,30.281753,30.732736,24.65,,97,30.17,41.49,28.74,28.39
3/15/2014 0:00,24,21.4,23,41.9,20.4,15.5,13.3,18.4,11.6,10.9,32,42,31,30,31.3,33.6,38,12.5,6.7,21.4,38,55,43,39,57,33,26.7,18.59,,7.07,23.22,27,37,22.5,27.43,54.3,38.7,29.5,30.5,5,9,13,40.6,44.63,36.47,28,30,36,44,40,33,45,33,33,10.561,40.158165,22.313317,15.31,23.3,30,,21.52,13.78,18.48
3/16/2014 0:00,5,3.2,2,6,6.3,7.4,6.7,6.7,2.3,4.5,8,10,5,6,7,10,10.5,2.5,6.4,5.9,15,8,10,10,11,5,12.17,5.23,,4.17,7.26,5,5,5.5,12.27,7,10.4,6.65,6.63,7,6,14,5.21,6.89,6.3,8,9,5,13,10,9,11,12,6,9.284,24.780585,10.193698,3.55,6.4,5.6,,4.15,7.4,4.37
3/17/2014 0:00,12,8.8,10,14.9,12.1,7.2,1.6,7.9,4.3,6.3,8,10,6,6,8.7,8.9,11.6,3.6,12.4,8.2,14,15,10,16,15,10,8.72,5.96,,8.16,7.62,10,10,7.6,12.27,10.5,13.7,6.79,9.33,4,,10,9.24,8.88,10.89,12,10,11,12,20,13,8,10,4,8.008,18.59984,2.651715,5.68,8,9,,6.11,8.07,7.22
3/18/2014 0:00,34,21.3,28,35.6,23.5,13.2,14.3,15.6,12.6,8.4,22,22,14,16,21.6,27.6,24.9,14.6,25.6,18.1,6,32,32,25,29,15,16.53,10.47,18.54,8.3,13.43,31,30,12.1,23.82,21.1,26.7,19.9,18.6,6,,20,27.87,27.59,22.5,16,27,25,23,37,24,33,20,22,7.28,19.142941,6.28668,7.12,18.5,28,13.48,15.28,13.11,12.33
3/19/2014 0:00,14,12.2,8.1,20,11.1,14.4,13.5,16.8,12.4,9.9,27,30,18,22,25.3,27.5,6,9.9,15.1,13.2,17,17,20,18,20,12,21.98,13.9,22.76,22.86,19.96,19,15,15.9,2.51,25.9,17.2,19.2,15.7,9,12,21,21.36,20.68,29.57,15,16,13,15,23,17,15,11,18,6.192,20.294801,7.285094,11.54,17.2,19.6,10.83,11.43,11.6,11.59
3/20/2014 0:00,11,8.3,13,18.9,10.1,18,17.6,17.6,11.6,11.8,26,39,,37,20.2,25.5,27.3,15,11.7,17,16,35,30,28,20,23,27.97,18.05,22.54,17.6,24.68,15,11,19.2,33.75,24.3,26,29.1,22.5,10,14,23,22.8,,20.14,16,19,20,41,27,19,22,13,25,14.749,32.664861,6.251795,15.12,21.5,23.7,15.04,21.7,13.44,14.11
3/21/2014 0:00,11,10.3,,16.9,9.3,19,24.5,19.8,11.8,12.6,15,23,,13,14.5,20.5,20.2,11.2,11.8,12.1,10,42,21,16,18,15,17.98,14.62,18.36,24.86,17.79,12,,17.4,26.52,20.3,15,17.6,12.2,11,14,19,17.3,13.51,19.41,13,26,22,,26,14,18,17,18,17.654,28.006682,13.483897,14.16,14.9,18.1,14.81,16.14,14.11,12.26
3/22/2014 0:00,15,7.6,21,18,12.6,14.5,20.9,17.2,10.6,4.4,24,22,,18,24.4,25.3,36,11.6,15.2,12.6,15,37,18,16,18,18,30.51,21.48,26.18,25.4,29.4,23,,30,33.56,20.5,15.9,23.4,14.1,9,12,15,22.99,29.2,24.49,18,36,31,26,29,24,31,21,21,11.83,33.49284,15.610093,11.24,13.5,23.4,12.14,17.11,13.11,11.09
3/23/2014 0:00,9,8,9.2,14.5,,13.4,21.4,16.4,9.4,4.7,25,20,,17,19.8,20.4,34.4,13.4,14.1,9.9,19,25,15,13,20,13,26.7,11.91,27.09,6.89,24.68,16,,26.7,31.4,14.6,15.2,21.7,14.1,8,16,,26.39,27.57,27.03,15,22,30,31,32,26,32,17,4,8.923,35.099118,12.937363,17.56,16,21.8,11.31,15.58,12.6,20.83
3/24/2014 0:00,10,5.9,6.5,7.6,12.6,7.2,14.9,9.5,5.6,4,19,32,,18,16.2,16.7,19.6,7.4,14.6,12.6,27,22,21,22,22,12,,7.58,17.82,6.9,17.42,9,,21.2,27.79,17.7,16.4,,12.4,5,22,,18.28,16.14,17.05,19,13,11,11,20,16,10,8,15,3.638,34.497965,8.998789,7.56,9.2,10.6,15.68,17.19,15.3,22.01
3/25/2014 0:00,13,9.7,18,12,14.6,8.8,16.3,12,10.2,2.6,31,35,26,22,14.2,22,26.5,10.7,17.9,12.4,39,36,25,25,18,15,20.15,11.56,17.45,23.95,12.16,22,,20.6,27.79,18.8,30.6,,26.8,3,8,34,24.89,29.75,32.29,20,26,43,36,33,16,37,8,,5.825914,34.963068,2.689027,4.05,11.6,20.6,6.78,16.48,9.41,15.12
3/26/2014 0:00,27,18.3,45,29.9,22.3,18.8,30.6,28.2,19.6,6.7,34,25,21,27,25.1,33.8,48.9,10.9,24.1,18.7,43,60,45,35,17,28,30.15,28.88,44.72,17.96,29.4,34,12,24.1,23.82,20,29.8,26.3,36.3,12,11,14,22.97,51.7,37.56,41,40,74,95,52,60,45,16,50,13.102821,22.934032,4.378403,6.43,24.4,37.2,8,18.78,17.31,13.78
3/27/2014 0:00,31,20.5,,29.9,26.2,21.3,25.3,19.6,18.3,9.9,35,22,25,26,29.3,31.1,30.9,13.4,31,26.4,35,36,32,27,20,25,30.23,20.57,33.63,18.3,19.05,32,,33.8,31.76,23.9,29.6,28.3,31,8,17,9,23.29,57.87,32.66,42,24,52,44,41,38,40,21,33,12.557784,11.93954,11.215144,19.54,33.8,36.5,,17.91,15.03,19.32
3/28/2014 0:00,57,27.7,51,46.5,37.4,27.4,32.2,37.9,27.9,20,40,32,36,34,48.7,53,56,23.1,61.6,46.6,53,56,49,48,30,40,21.79,40.79,45.08,,39.92,44,,33.3,27.07,33.3,37.8,41.4,40.9,13,18,13,43.69,42.99,37.38,57,47,52,47,60,48,45,44,45,19.471184,15.202972,22.454723,15.52,47.5,56.7,12.73,30.18,30.91,23.35
3/29/2014 0:00,80,41,100,69.1,49,25,73.5,62.1,28.2,16.8,72,75,27,42,27.3,30.7,44.7,36.9,77.1,51.2,29,75,73,45,48,52,44.5,23.46,36.36,43.18,29.04,52,,46,63.34,42.5,52.9,40.7,52.3,18,21,44,25.85,35.37,52.26,78,38,76,85,71,62,64,28,28,20.565272,20.887853,34.61528,8.37,53.3,49.2,27.55,55.25,27.88,40.64
3/30/2014 0:00,54,32.4,74,51,44.8,31.7,77.4,77.4,52,23.8,156,79,70,59,28.5,,52,39.5,55.3,37.2,,53,41,44,25,35,40.5,39.71,56.35,41.37,53.54,39,,70.7,58.47,44.3,46.1,38.6,44.3,22,28,60,28.43,36.82,59.88,49,62,75,90,55,61,47,17,27,33.674324,26.186989,31.474714,13.22,55.1,61.6,33.42,49.99,32.93,48.7
3/31/2014 0:00,45,35.1,45,53.2,43.5,23.3,32.6,37.5,43.5,17.9,52,48,37,37,36.9,,68,31.3,36.7,40.2,,70,57,56,44,34,65.93,,45.26,12.88,55.34,45,,31.9,21.47,52.5,50.9,38.2,34.3,12,,64,35.39,44.99,31.94,55,74,78,80,86,81,57,28,68,25.851083,19.296232,27.321412,9.19,49,72.2,24.89,36.09,27.9,39.32
4/1/2014 0:00,39,32.9,50,35.8,29.4,10.7,18.9,17.9,11.4,6.8,21,10,15,18,20.9,,28.4,29.7,18.1,39.3,25,,44,41,51,31,52.13,,23.99,25.58,18.87,38,,23.4,35.19,37.8,44,30.3,30.5,1,6,11,27.08,29.23,28.67,,38,47,58,56,57,38,27,42,9.465732,14.278328,9.230993,5.31,31,33.2,6.6,44.08,17.48,36.14
4/2/2014 0:00,33,36.8,53,32.1,36.6,19.3,30.3,22.6,29.5,13.7,39,22,28,25,18.7,,25.1,26.6,30,30.9,35,28,39,28,17,40,17.07,,,35.38,36.29,18,,44.1,35.73,28.1,24,31.9,25.8,11,13,,22.35,24.31,37.01,45,24,41,44,32,31,33,16,28,14.92646,20.712232,19.236498,7.96,26,28.3,11.83,33.77,22.52,23.35
4/3/2014 0:00,33,22.8,26,44.5,25.5,25,30.6,32.5,25.4,19.8,41,49,29,28,36,,41.6,30,37.2,41.2,38,41,45,38,32,27,29.42,,36.99,19.6,39.38,36,,26.6,36.99,40.5,28.2,26.3,35.3,16,19,,34.41,48.8,45.36,39,49,44,56,58,65,37,28,47,19.10828,17.187806,30.013444,19.49,43.2,51,16.5,43.02,27.05,32.42
4/4/2014 0:00,38,32.6,41,36.6,37.6,7.5,3.9,12.3,9.1,5.7,19,22,19,21,28.4,12,30.7,14.3,22.3,27.2,35,,43,34,37,35,43.04,,28.47,,17.96,30,,16.6,19.31,32.2,35.4,23.2,26.7,4,7,16,29.59,29.56,32.84,39,33,53,56,50,50,44,31,48,6.368731,7.148326,8.123551,6.05,18.6,32.1,6.46,21.7,5.21,13.95
4/5/2014 0:00,36,24,49,26.3,28.8,17.4,8.2,6.6,25.6,12.2,13,11,14,17,17.1,23.6,23.8,16.6,32.2,25.2,28,,32,31,22,47,21.25,,14.14,29.03,13.07,24,,23.7,16.42,18.8,19.4,13.3,16.4,13,15,21,17.18,19.41,17.78,43,26,35,40,31,33,33,17,26,12.009389,14.056815,8.866118,10.24,26.6,29.2,14.94,34.59,16.3,22.19
4/6/2014 0:00,36,21.6,44,30.1,26.1,24.5,4.6,17.2,33.2,16.1,24,19,17,17,30.9,35.6,48.5,26.9,30.8,31.9,40,,38,40,36,38,,,27.75,,27.95,27,,20.3,41.86,16.7,17,20.7,22.5,24,24,43,33.53,38.1,36.83,49,37,41,52,41,45,31,23,43,28.755505,23.420988,25.74033,18.6,39.3,44,25.81,49.44,19.15,34.94
4/7/2014 0:00,31,17.2,33,34.5,19.7,24.9,42.2,21.3,24.6,13.9,36,32,22,21,42.4,48.9,37.3,20.9,26.3,26.9,31,,39,44,44,25,33.52,,32.09,,42.1,38,,40.8,50.71,33,39.6,27.9,33.1,13,24,19,37.18,46.44,33.62,33,60,42,46,55,49,48,23,44,22.211299,23.127196,27.623908,23.7,43.3,50.1,17.15,25.93,12.77,16.46
4/8/2014 0:00,16,11.2,19,22.1,11.2,18.1,16.3,13.9,33.9,10.8,29,31,25,22,26.5,32.7,31.8,10.5,11.7,14.7,,25,26,26,22,15,39.27,22.5,20.31,10.71,21.96,,,26.1,31.22,25.5,24.1,23,22.2,11,13,15,24.72,34.28,25.04,24,36,32,27,46,37,30,18,,18.747042,17.03321,16.940465,10.87,24.4,30.3,,17.27,11.09,12.94
4/9/2014 0:00,10,5.6,11,10.2,7.8,3.3,1.8,8.9,4.3,1.9,19,24,13,15,13.3,16.5,12.7,5.2,7.8,8.8,14,14,13,15,16,9,21.61,8.71,,15.42,11.25,,,21.9,21.65,9.1,20.2,12.6,12.8,4,6,9,9.48,11.06,15.42,11,13,13,11,15,,8,12,15,4.00466,5.169948,6.99208,4.66,,9.8,4.48,8.27,3.87,5.55
4/10/2014 0:00,7,6.2,7.9,7.8,10.4,7.2,7.3,3.8,12.3,4.2,12,13,11,16,10.7,12.7,21.3,8.7,19,13.7,18,17,24,18,20,13,10.9,12.34,14.14,15.97,15.61,,,16.5,9.02,13.4,15.2,18.1,20.8,6,10,25,16.67,11.97,12.33,11,13,15,19,27,,14,11,18,7.645399,7.403227,7.398171,8.49,,20,,16.15,7.73,11.93
4/11/2014 0:00,28,12.1,35,26.3,15.1,22.3,25.3,17.6,21.6,11.7,12,11,11,14,24.4,28.2,32.7,12.8,20.4,16.6,46,36,33,29,24,27,25.79,21.59,23.57,33.57,16.15,,25,15.5,56.66,19.1,19.9,16.7,21.3,15,15,30,24.94,38.27,31.21,31,33,36,44,47,,41,20,12,16.19389,8.565901,9.520505,15.65,34.7,41.8,,23.85,12.94,14.11
4/12/2014 0:00,31,17.3,26,42.6,19,27.5,29.4,21.6,25.4,14.3,15,16,19,23,28.5,30.7,39.6,19.1,21.9,25.8,50,46,31,30,28,28,22.88,32.66,53.31,28.12,42.1,,33,15.9,57.93,16.1,20.9,16.6,14.5,17,18,22,36.33,48.26,50.62,32,36,54,58,48,40,46,25,41,24.934933,18.615825,24.832963,16.79,37.8,48.4,,32,11.43,15.12
4/13/2014 0:00,19,15.2,17,30.5,15.7,21,24.2,19.7,19.6,11.3,27,25,24,29,28.9,36.2,33.5,11.6,14.7,15.6,34,50,30,37,46,23,38.5,29.21,30.64,17.06,26.67,,32,21.9,92.93,25.8,27.3,23.2,24.5,8,11,13,34.78,40.09,35.38,36,38,51,67,63,53,49,27,53,18.024251,17.943745,21.213607,20.21,27.9,42.9,,14.98,8.57,8.57
4/14/2014 0:00,9,5.8,30,11.8,6.5,4.6,5.6,7.4,11.1,2.7,23,25,19,24,17.8,20.9,18.4,5.1,7.4,7.1,24,28,26,26,28,16,32.33,12.16,16.5,8.16,17.24,,14,12.8,41.69,20.1,27.6,24.9,21.3,4,6,12,24.34,15.26,18.87,15,18,24,29,39,26,25,18,26,6.919911,7.858083,6.178033,6.3,10.9,14.2,4.43,8.08,6.89,4.03
4/15/2014 0:00,7,4.7,29,7.1,6.9,1.6,2.6,4.1,11.3,1.4,17,20,8,10,8.5,12.5,15.5,4.5,11.9,7.9,19,14,11,23,20,15,19.07,9.43,9.25,8.89,8.71,,8,10,26.53,10.7,19.8,9.59,12.9,3,10,14,8.61,9.61,14.15,14,11,15,11,19,18,7,8,20,4.004004,2.775102,3.088663,2.41,7.9,9.7,6.32,10.11,6.22,7.9
4/16/2014 0:00,14,5.5,26,10,13.6,3.8,12.1,9,23.4,2.4,26,13,10,7,11.5,15.8,28.9,8,30.1,8.6,27,22,17,21,25,15,,10.16,11.83,12.7,12.52,,12,9.3,10.11,13.2,18.9,15.5,15.1,5,,18,14.18,14.69,13.79,19,20,20,34,23,20,11,19,24,8.192245,3.374658,2.562365,3.72,18.1,20.9,,16.75,10.42,13.27
4/17/2014 0:00,21,13.3,16,22.1,13.3,11.3,37.3,20.6,24.6,9.3,28,18,20,17,14.9,21.1,26,14.9,,12.4,23,34,24,31,12,24,26.52,17.96,18.72,27.22,21.77,,17,32.1,30.32,17.5,15.9,19,19.1,7,11,20,16.08,20.68,35.56,41,19,35,57,28,27,45,18,38,13.10139,8.292551,12.463074,7.47,30.7,38,15.24,21.83,12.27,10.42
4/18/2014 0:00,21,7,7.2,21.4,15.7,17.9,21.6,24.7,24.1,16.7,21,60,22,23,22.2,28.5,32.9,9.2,,13.6,40,37,42,29,28,28,29.79,27.21,22.54,27.2,27.95,,26,21.8,82.29,22.4,20.5,22.5,22.3,18,15,23,23.09,21.04,34.47,38,53,59,55,54,17,44,30,45,19.113498,13.476307,16.609696,12.6,25.8,37.7,12.87,19.12,16.47,11.26
4/19/2014 0:00,,17.6,14,19.1,17.5,21.5,25.8,23.8,25.3,28.3,22,48,19,19,22,24.2,22,17.6,,24,26,28,29,23,22,24,33.61,23.22,18.54,,21.42,,20,21.3,20.75,18.6,18.6,17.1,17.5,15,19,27,18.28,23.76,23.04,26,26,31,36,28,29,25,24,31,51.4845,15.893636,16.950661,17.34,32.1,25.7,20.87,22.39,20,19.81
4/20/2014 0:00,,11.3,26,10.7,11.4,14.4,19.2,14.3,20.8,19.6,15,13,14,16,14,12.2,17.1,13.2,,14.4,14,13,20,15,12,12,21.79,16.15,15.45,20.9,14.7,,10,19.8,19.49,11.8,11.9,17.5,16.8,11,17,22,13.2,13.06,12.88,17,15,20,18,17,15,16,16,14,25.30263,11.375574,14.982811,17.46,18.4,17.1,20.83,18.9,16.13,20.66
4/21/2014 0:00,,10.6,40,12.9,11.6,11.8,15.7,13.5,17.6,11.6,19,15,11,15,12.2,,14.9,12.3,,15.2,16,15,18,14,11,18,15.62,17.96,11.82,,13.25,,12,29.4,18.23,15.6,16.5,14.7,16.5,17,13,20,12.24,11.79,12.88,15,15,24,27,21,16,15,13,15,11.833242,12.587948,10.887781,16.72,18.7,17.2,14.51,15.33,13.45,13.1
4/22/2014 0:00,,14.7,23,18.5,16.6,16.6,21,20.6,21.2,10.9,20,21,16,22,15.8,,20.4,14.3,,16.1,17,22,24,21,19,16,16.17,17.96,18,22.13,19.05,,16,32.8,32.48,17.5,17.2,17.8,18.5,21,18,21,14.94,18.32,19.6,23,9,29,35,35,23,20,20,,23.661316,13.785448,14.204984,13.99,21,18.8,,15.96,19.33,15.62
4/23/2014 0:00,,14.3,33,17.8,14.3,18,23,21.6,26.4,11.1,21,25,19,19,21.3,,27.3,12.1,,19.6,18,27,22,29,25,10,15.98,15.97,20,16.33,26.5,,18,26.5,26.17,,18.4,,22.9,12,14,22,19.34,18.5,20.86,31,22,34,46,46,41,29,24,31,26.578315,16.114164,21.172233,14.35,19.9,19.5,17.63,17.73,20.34,16.13
4/24/2014 0:00,20,15.1,28,19.2,15.9,14.1,14.7,15.7,15.8,12.3,15,19,18,19,21.3,,22,13.7,,18.4,19,23,23,27,19,19,23.43,15.42,18.36,13.61,17.06,18,19,16.7,12.45,,15.9,16.9,18.5,9,9,15,15.83,20.49,19.05,24,27,28,22,32,24,24,25,24,11.280932,11.142102,12.55843,7.24,21.5,25.5,14.06,15.54,17.31,12.77
4/25/2014 0:00,17,14.9,33,19.8,17.2,13.1,20.1,16.7,19.9,11.7,16,17,19,16,15.6,,18.2,15.6,,17.9,15,15,20,16,13,14,17.8,14.33,15.09,17.24,14.34,17,17,14.5,14.44,,13.9,15.7,15.8,11,9,16,14.58,22.32,14.51,21,21,25,20,22,18,17,21,16,10.558316,15.782227,14.866537,7.78,,19.9,13.02,17.53,18.49,
4/26/2014 0:00,17,11.9,25,15.4,15.1,11.3,18.1,16.1,16.5,9.7,19,18,19,16,18.9,,18.5,18.1,,18.4,11,12,22,12,12,14,15.8,18.14,15.09,16.69,17.42,11,13,18.3,19.31,,13,19.7,21.1,13,13,18,13.68,13.24,14.51,9,19,21,18,26,19,21,17,11,12.192015,13.983148,8.323762,11.61,21.9,19.2,12.71,21.48,18.65,17.3
4/27/2014 0:00,16,10.8,20,18.1,12,13.1,14.7,20,19.6,8.4,13,15,13,12,19.1,,20.4,11.9,,15.2,9,18,16,14,11,15,18.34,21.41,14,18.32,16.34,12,18,14.3,14.8,,13.6,11.8,13.4,12,12,15,10.56,14.33,15.06,17,20,18,15,23,20,21,23,12,8.914277,8.99992,9.83445,8.57,18.6,16.4,,14.27,16.64,14.79
4/28/2014 0:00,28,17.8,26,23.4,18.4,12,17.1,16.4,19.1,9.8,17,11,12,10,27.8,,29.6,13.4,,22.4,12,16,14,20,13,12,16.35,14.33,17.63,16.87,18.69,18,14,16.5,18.41,,14.3,10.4,13,9,10,18,11.78,17.95,17.41,22,22,25,25,27,18,23,19,14,11.103426,12.066119,10.940442,10.79,23.5,31.5,,15.45,16.97,14.44
4/29/2014 0:00,18,14.2,22,18.5,15.4,12.2,18.9,19.2,16.3,14.4,17,28,16,19,19,11.3,20.7,13.2,,23,19,17,20,23,15,14,20.34,14.51,17.09,22.68,21.23,16,18,15.7,20.21,,17,16.1,15.9,6,14,23,14,17.05,16.33,30,24,21,21,23,14,19,19,22,10.921999,14.210578,11.902101,11.24,27.1,25.6,,15.29,24.53,13.94
4/30/2014 0:00,21,17.8,25,20.5,19.1,11,25.2,15.8,22,11.1,25,27,17,16,15.6,30.5,26.4,12.6,20.8,20,21,28,21,23,16,19,21.25,16.15,23.3,17.42,26.32,29,19,18.2,23.64,16.5,19,19.4,10.9,10,,21,18,31.56,25.94,27,23,27,24,29,23,19,16,21,12.014199,17.542873,13.952221,9.66,21.4,29.8,,18.04,15.46,15.78
5/1/2014 0:00,21,21.1,28,19.8,37.6,11.9,20.7,12.4,5.3,11.4,22,21,15,16,18.9,27.1,20.9,11.9,11.3,14.7,20,28,,25,23,20,26.52,16.33,20.91,6.89,20.15,20,19,16.8,15.52,20.5,23.3,20,,6,10,15,18.48,33.92,19.05,33,27,23,29,33,28,20,14,16,11.468934,13.280164,12.972242,10.48,21.5,22.4,13.86,16.71,12.61,14.62
5/2/2014 0:00,12,8.3,17,9.3,11.7,3.5,8,4.8,15.1,4.9,6,11,7,10,5.5,11.6,12.5,7.1,10.9,6,21,26,,21,19,24,,6.35,8.18,9.07,10.53,12,15,8,8.12,17.7,20.7,10.4,,3,7,13,12.85,10.15,7.8,28,14,23,30,25,24,24,14,26,4.731574,4.155695,5.322782,6.2,11,10.7,9.55,8.68,9.24,7.73
5/3/2014 0:00,12,11.7,17,9.6,13.5,4.7,15.2,6.8,16.1,5.8,7,8,6,7,10.7,3.8,14,6,12.6,7.7,12,11,,13,11,16,,9.07,8.36,10.7,11.8,12,11,10.7,19.13,9.57,10.4,8.86,,6,8,13,8.04,6.53,6.35,15,14,12,19,13,15,14,11,18,7.643173,6.764845,5.395811,5.75,12.9,14.5,11.77,12.03,11.09,10.08
5/4/2014 0:00,11,9.8,19,12.9,12,9.3,29.6,11.2,17.9,6,10,9,7,10,12.2,,17.6,8,10.6,9.3,8,10,,12,10,9,,10.52,11.45,10.52,17.24,15,11,12.1,13.35,8.28,9.05,7.6,,,8,17,7.04,9.61,8.52,14,15,12,15,13,13,13,13,14,10.73762,9.306004,8.301831,5.84,13.5,26.6,10.92,9.67,11.26,8.07
